id,label
8284572,No
14644544,No
7728598,No
11380975,No
11611884,No
21276839,No
20086780,No
14725147,No
18281495,No
14292448,No
16509261,No
19012373,No
9479805,No
21677231,No
8016202,No
20909828,No
9854871,No
10158819,No
9875082,No
9273898,No
13038874,No
11274473,No
18171873,No
9142804,No
19632329,No
9971615,No
18379160,No
13910625,No
9332777,No
19264239,No
15791239,No
20178936,No
15036397,No
12194913,No
8684836,No
21790242,No
11695852,No
23185580,No
14121147,No
12545559,No
8461472,No
17743587,No
8564507,No
15290004,No
8965831,No
17028112,No
10991527,No
17956493,No
21690177,No
19783722,No
21015026,No
17583814,No
19341437,No
17581573,No
11947810,No
12788749,No
22880066,No
18566450,No
20377816,No
13173094,No
15823044,No
7934909,No
9106415,No
9157775,No
20960027,No
23319485,No
12126186,No
11992331,No
9246940,No
11548783,No
20396065,No
18540247,No
16637087,No
19980066,No
12372433,No
12042593,No
12345180,No
11014666,No
18766589,No
12406539,No
21723442,No
12672945,No
18242350,No
16918826,No
10402955,No
22577936,No
19783268,No
22908244,No
18795349,No
8964132,No
11311345,No
21817086,No
8834697,No
23216777,No
15382428,No
20637238,No
20408072,No
23337320,No
16958727,No
15552188,No
15226341,No
16776091,No
9422946,No
21517912,No
20344773,No
12754119,No
10471591,No
22134801,No
13851308,No
22746978,No
19710253,No
23664687,No
23402469,No
22873044,No
9555424,No
12716389,No
7677441,No
8578045,No
22001797,No
11042278,No
21304177,No
15514786,No
23377897,No
11359306,No
15071133,No
19751238,No
7683450,No
15097792,No
16287367,No
9354483,No
14245764,No
19873061,No
20636898,No
20780664,No
10941733,No
20953630,No
13526357,No
11980405,No
13251564,No
21321474,No
20271015,No
21104666,No
8878153,No
11194035,No
10410004,No
7830648,No
11591262,No
12545411,No
7907684,No
20173381,No
7810750,No
22830488,No
22764115,No
14962294,No
22927745,No
16615901,No
17472136,No
20564877,No
16142701,No
16579685,No
9613929,No
16915350,No
16745198,No
19202854,No
14985892,No
17445023,No
22028757,No
19301137,No
7950882,No
13139876,No
11938258,No
10145566,No
12036719,No
21957149,No
11910310,No
9708195,No
23586899,No
16208439,No
23301847,No
21766305,No
13489926,No
9878890,No
14014167,No
11347967,No
8888498,No
9062971,No
20667093,No
22502424,No
18411193,No
10904373,No
12906376,No
9353110,No
18749214,No
18859351,No
16420777,No
16859997,No
13356186,No
21477910,No
16537933,No
19335789,No
14245290,No
13307233,No
16698006,No
21591256,No
9050320,No
22784694,No
10674936,No
19889751,No
9021827,No
15803139,No
9690733,No
17658655,No
15538020,No
15072496,No
13261348,No
16278109,No
9151045,No
8881785,No
14299453,No
22901463,No
23728280,No
21241068,No
11763787,No
13363452,No
17278825,No
12159821,No
12360549,No
16823041,No
15377163,No
20352121,No
16700276,No
8206276,No
13899455,No
15805536,No
15636018,No
18762443,No
23728273,No
14507767,No
19955927,No
12708138,No
9131635,No
12330907,No
23231481,No
17257511,No
10824384,No
7963469,No
21159129,No
18312402,No
8531154,No
20977274,No
13405242,No
18634954,No
11226410,No
8295168,No
19616035,No
7820092,No
19363168,No
20249906,No
9524834,No
12131460,No
22146498,No
14691638,No
13725609,No
17802865,No
14585527,No
11812465,No
23470449,No
15403274,No
12448338,No
12337361,No
10337709,No
18007617,No
9848897,No
12836694,No
17937114,No
8697200,No
8420584,No
18607474,No
11800100,No
12222496,No
21298812,No
18647222,No
22385738,No
19030094,No
21058189,No
23468945,No
7798842,No
17845747,No
17021365,No
23593870,No
23287885,No
22649444,No
16570009,No
10805029,No
22491170,No
11572831,No
15612172,No
12573971,No
14339585,No
11499433,No
19190152,No
17746029,No
21395675,No
21601357,No
18035458,No
14591018,No
22939029,No
11259037,No
19516398,No
7691227,No
13574192,No
21063456,No
16081263,No
15877578,No
10072748,No
18490638,No
15108230,No
16307366,No
23552616,No
13709584,No
10113031,No
22960273,No
10923039,No
7661350,No
11438927,No
8450682,No
23327251,No
7988476,No
17838273,No
22612210,No
20963457,No
8264807,No
16025373,No
14030448,No
10608890,No
14965333,No
21380312,No
19747387,No
13317871,No
9846961,No
10309758,No
12020236,No
7602001,No
9175315,No
9363908,No
19739809,No
18462709,No
17025936,No
18407644,No
17372801,No
12623999,No
18883976,No
22565474,No
14688620,No
12337660,No
10043364,No
23456940,No
8472537,No
9992710,No
8077511,No
10459324,No
18727992,No
23418575,No
15896858,No
21775562,No
18225502,No
9407031,No
8254075,No
10693086,No
12560538,No
9909842,No
19422462,No
23477004,No
14446862,No
19312672,No
9015880,No
12464462,No
22765832,No
22509443,No
22760213,No
21096296,No
18867327,No
23115134,No
10016645,No
16963518,No
21811863,No
18712920,No
11497109,No
11613409,No
20874422,No
22800076,No
18515966,No
23064662,No
19435352,No
16057524,No
15407168,No
11343740,No
16278280,No
7793645,No
15295495,No
20022902,No
9982248,No
22760828,No
12110494,No
17776984,No
8593698,No
10302335,No
15986648,No
11624046,No
20092241,No
10978582,No
15176575,No
20211465,No
20617928,No
23384152,No
18152360,No
9988727,No
19152382,No
17751503,No
19515243,No
15655284,No
13805483,No
12719552,No
10195657,No
7965542,No
14232078,No
8300495,No
10952999,No
18087260,No
22833756,No
9219120,No
11204895,No
12818685,No
22628599,No
17235133,No
12128822,No
14292357,No
10163845,No
7817188,No
20053107,No
13580022,No
11103353,No
16958328,No
10640976,No
12764135,No
8356909,No
14255135,No
8337027,No
21129901,No
14321133,No
11433305,No
21915455,No
23077060,No
11878762,No
11058995,No
9513732,No
22430328,No
23129795,No
10246187,No
21112007,No
23031201,No
18103605,No
7867147,No
11660438,No
17357581,No
18149080,No
20859031,No
9174534,No
23175465,No
12283415,No
8961424,No
11857466,No
20755488,No
12303363,No
13882386,No
7980208,No
9679463,No
17482194,No
15804712,No
17616624,No
10880498,No
8093606,No
8209115,No
16729531,No
14436980,No
11933580,No
12363322,No
22089389,No
18492704,No
22912445,No
11932293,No
15689355,No
9948504,No
11162156,No
18384563,No
17754592,No
15785083,No
19887885,No
9901027,No
21281629,No
23006113,No
9855162,No
23724676,No
18080193,No
23667917,No
22172795,No
17845904,No
11662896,No
21618288,No
9760947,No
21286552,No
20574663,No
23384622,No
15277413,No
10134910,No
15777938,No
15484293,No
12225116,No
9485682,No
16839667,No
10338634,No
17899077,No
21130460,No
11766392,No
11909787,No
18846235,No
22080451,No
13059640,No
12481439,No
20818891,No
8399222,No
11747973,No
16880617,No
13647499,No
20407467,No
8998645,No
20163486,No
9072682,No
20477389,No
8316932,No
9937772,No
21107985,No
14016497,No
23399576,No
18728110,No
9576488,No
12039334,No
18951350,No
14475795,No
20127959,No
7572276,No
22440373,No
21332354,No
8391617,No
23010219,No
16156015,No
7893102,No
12801745,No
11481564,No
20570250,No
22949858,No
21208194,No
20545282,No
23625519,No
20928363,No
14366879,No
12981654,No
22381231,No
12477231,No
20413582,No
15645190,No
23130366,No
14726266,No
15585904,No
22812441,No
22097726,No
17561007,No
18698639,No
7776304,No
10393487,No
10575050,No
15452524,No
15753829,No
19109362,No
18274948,No
18306661,No
7608672,No
12790378,No
13878155,No
14941484,No
14750861,No
14429901,No
15764269,No
10839425,No
17105300,No
7776391,No
20817079,No
7908306,No
11879518,No
8314113,No
21179982,No
17944841,No
7989246,No
22024647,No
21874447,No
20287327,No
22391270,No
13572966,No
8719649,No
19793791,No
11941953,No
20301220,No
21003423,No
21214289,No
22893257,No
22144763,No
8059073,No
19363469,No
20017717,No
21478614,No
15667699,No
20569868,No
14253682,No
17223596,No
7599536,No
19699019,No
17986268,No
8886990,No
13892961,No
10243756,No
16200714,No
14885832,No
22886120,No
9229814,No
16266812,No
15691102,No
10026436,No
14610382,No
17250767,No
13846897,No
10585666,No
9100324,No
10654641,No
13258361,No
14420569,No
21826389,No
10130926,No
22414283,No
8826616,No
16513384,No
23552768,No
16527837,No
21278842,No
13101191,No
16664081,No
9030457,No
13634387,No
19961797,No
16557411,No
19376077,No
15323343,No
15928076,No
18535846,No
14074297,No
9010223,No
19316541,No
13762447,No
10315681,No
10681038,No
16071383,No
17629491,No
19536592,No
14241156,No
7554814,No
20488137,No
7746317,No
17501314,No
8408306,No
18272721,No
21890353,No
20729655,No
21957569,No
21789569,No
19693000,No
12380933,No
17500116,No
17307229,No
9930206,No
17267720,Yes
18610100,No
19210292,No
13854638,No
13232252,No
13186593,No
20787252,No
8015167,No
13516721,No
10487011,No
8567790,No
15464388,No
14625935,No
12128927,No
16004802,No
8242069,No
16065481,No
18104931,No
20089926,No
11300845,No
15641112,No
22396489,No
12589777,No
7926224,No
13288678,No
22583883,No
7991574,No
19553649,No
23418345,No
11625783,No
19069773,No
18517703,No
19104364,No
10062046,No
9648004,No
7963485,No
10459277,No
22745093,No
23712531,No
22468016,No
17958200,No
19641147,No
13523922,No
13921394,No
16513160,No
9574494,No
20750295,No
20644698,No
11736073,No
8408647,No
16469886,No
14088711,No
11587715,No
7498029,No
19023322,No
9634441,No
11506845,No
16422084,No
16893694,No
18261091,No
18907476,No
16484095,No
23616910,No
14644657,No
15451123,No
11775899,No
10176738,No
8505387,No
23300430,No
19182728,No
16675951,No
12795355,No
23724522,No
22952850,No
19412874,No
21199680,No
16281124,No
11042364,No
12714485,No
18710997,No
8768111,No
15311006,No
23598448,No
12461442,No
21904017,No
12682021,No
22264281,No
16037750,No
13333840,No
7669937,Yes
17413517,No
16399235,Yes
7564556,No
18369943,No
11285452,No
15825871,No
15662288,No
20500816,No
12494799,No
16066072,No
7852591,No
9678069,No
19973229,No
23515489,No
15374558,No
10892371,No
20680486,No
15215128,No
18325004,No
10789663,No
20130712,No
17803836,No
14764040,No
9833569,No
11930908,No
16594505,No
8501913,No
8951787,No
19586814,No
17613760,No
11808265,No
22902603,No
9542575,No
20270296,No
12048480,No
15100728,No
23411879,No
20064926,No
11203133,No
12158533,No
9228702,No
13444208,No
10915140,No
20399681,No
15308797,No
8944508,No
12770296,No
19638162,No
20817928,No
13794679,No
7566852,No
18973617,No
16911063,No
12686377,No
10749702,No
21573801,No
19598405,No
11644812,No
8701729,No
9718662,No
8769294,No
10456561,No
11146412,No
20604235,No
18841920,No
20554667,No
12338296,No
17356266,No
18500588,No
10403868,No
9539975,No
10210406,No
12340255,No
19100500,No
15536343,No
16980605,No
13293903,No
12448591,No
12246832,No
23757660,No
21435323,No
7904551,No
22771588,No
21011856,No
21701049,No
14100688,No
22807814,No
22517681,No
8029973,No
19267662,No
13931234,No
23639332,No
13330754,No
13557700,No
21236493,No
20256076,No
14090628,No
18148260,No
22064062,No
11406738,No
17039741,No
7936602,No
20658597,No
18326829,No
15549386,No
8940633,No
10430447,No
18562378,No
18430408,No
19516457,No
8752927,No
20020013,No
11166794,No
16243154,No
15209603,No
20472920,No
17930559,No
8635702,No
11997141,No
14294055,No
10498418,No
16298651,No
17094191,No
12056700,No
10628175,No
14893416,No
13531425,No
21147838,No
23618002,No
11986760,No
19829159,No
13634123,No
12267251,No
16264277,No
9423634,No
9247241,No
16709656,No
13431970,No
12457767,No
17724585,No
17849478,No
12259089,No
11678365,No
15433275,No
10838138,No
19280449,No
17782274,No
12494746,No
18050673,No
23559867,No
18298871,No
7597343,No
17678685,No
16602885,No
20451837,No
15175680,No
14060299,No
11337078,No
17665084,No
9509775,No
13869857,No
18039745,No
10004679,No
9885111,No
17462432,No
12397211,No
23278311,No
12439481,No
10923070,No
13307070,No
17073401,No
21076847,No
14357407,No
9713051,No
8742391,No
17488354,No
15848788,No
16905855,No
17639567,No
20798736,No
9126575,No
21575095,No
17913718,No
11293284,No
11061496,No
15852316,No
18674614,No
14135994,No
22837428,No
20333091,No
16034103,No
11961205,No
18423637,No
12847949,No
10460781,No
17181831,No
15909418,No
23095276,No
13408784,No
11690879,No
16641785,No
18139146,No
19876824,No
16704664,No
18864257,No
22169171,No
16300707,No
8620472,No
22206257,No
17618494,No
12714874,No
8540671,No
19250927,No
12127455,No
17910400,No
16674337,No
11761775,No
18100547,No
14630294,No
10987038,No
7494621,No
21316235,No
10067658,No
15349136,No
21621404,No
20138715,No
12902968,No
11677494,No
23509135,No
7565364,No
11346803,No
8601451,No
16463616,No
11276376,No
13690740,No
9847860,No
14477772,No
13771399,No
20437767,No
13471562,No
13280080,No
17261369,No
16602831,No
16061381,No
20448952,No
9856899,No
22253748,No
11061947,No
14516319,No
13250857,No
23334729,No
18572442,No
12116956,No
18026434,No
17425057,No
7623039,No
14998792,No
11923381,No
11624313,No
10747200,No
14128751,No
10006860,No
13689676,No
8362954,No
20002973,No
19031873,No
20757246,No
10370738,No
22145195,No
21742240,No
16419808,No
12594986,No
15859056,No
15337957,No
23468507,No
15444408,No
10678976,No
11104769,No
11911035,No
16890835,No
23044905,No
8441416,No
17345060,No
21758934,No
13963456,No
8741497,No
22311183,No
23514593,No
13935572,No
21573006,No
22827413,No
22615440,No
20671130,No
21578568,No
23226732,No
16571589,No
16019881,No
11027703,No
23506788,No
9201134,No
13814246,No
22336950,No
17834667,No
14383826,No
10087981,No
9791895,No
11394583,No
13869314,No
20562291,No
10013112,No
18685599,No
16767262,No
17464935,No
18456102,No
19880457,No
14463062,No
7864869,No
17261120,No
22914701,No
8013756,No
13857237,No
20603662,No
22937251,No
17630851,No
17536432,No
15950822,No
10941213,No
17528862,No
8930635,No
10729408,No
13037315,No
11744256,No
20674346,No
15661947,No
19167129,No
21447664,No
23453290,No
11973277,No
21699833,No
14782530,No
22686001,No
8449414,No
15759215,No
21258520,No
23322797,No
23253735,No
15903381,No
14313833,No
19781000,No
16201325,No
10504207,No
16383517,No
10662205,No
18455607,No
8419080,No
10425189,No
9827526,No
11817498,No
15210879,No
22071588,No
8646255,No
10713738,No
17705788,No
9234569,No
14942708,No
11787902,No
20295525,No
8404804,No
13583492,No
12925361,No
11380447,No
11485381,No
18612665,No
13151063,No
10073779,No
10858993,No
14398573,No
13763619,No
13784290,No
11046732,No
17727494,No
9784232,No
14456484,No
11104048,No
21864820,No
16940332,No
8830883,No
13500213,No
20829062,No
12401299,No
9997932,No
15862958,No
19995916,No
19072650,No
10618367,No
11863777,No
22780758,No
15794575,No
10795269,No
9707267,No
19080853,No
14604282,No
9621888,No
16666679,No
8241878,No
9372056,No
11507546,No
12560169,No
10655054,No
21501701,No
9317336,No
17065260,No
23218620,No
20024854,No
22573979,No
14819318,No
9012744,No
10635688,No
19257713,No
16848485,No
21830586,No
16403488,No
16571195,No
15800291,No
9769570,No
23388315,No
14767645,No
21750230,No
11898139,No
8995067,No
10492096,No
9897609,No
23210674,No
11818343,No
23684569,No
22878211,No
9491611,No
15389960,No
20816248,No
14146960,No
20906480,No
17896056,No
13032014,No
10419007,No
13883356,No
11025746,No
10088837,No
21581369,No
11720987,No
9833244,No
15741363,No
22674418,No
8749171,No
19766479,No
13023181,No
16486585,No
10086256,No
12050991,No
8063321,No
14469743,No
22079582,No
19522645,No
19857049,No
17924931,No
11348525,No
21056603,No
21288494,No
13561097,No
13835400,No
9071886,No
23432310,No
12792593,No
8362889,No
19862712,No
19206031,No
17910677,No
20764566,No
19954303,No
23608037,No
20745824,No
8291939,No
14880278,No
19209095,No
13865055,No
20849538,No
16594740,No
20287050,No
10242196,No
17885187,No
10717269,No
19418671,No
21288787,No
7846346,No
23415397,No
10775357,No
21538141,No
12042368,No
9032584,No
11811274,No
10811720,No
19178925,No
16213175,No
10362943,No
19601805,No
16879001,No
19134052,No
9551626,No
17651597,No
13977081,No
13568818,No
21541818,No
12039230,No
16334963,No
8612437,No
16987700,No
21348114,No
10132886,No
18994154,No
14511050,No
22610823,No
16940242,No
23609905,No
15327883,No
21193184,No
14288592,No
8072062,No
15307844,No
18230234,No
13630605,No
10135753,No
10137201,No
15767417,No
9255936,No
10421722,No
14370191,No
18835848,No
7511339,No
9028549,No
12027919,No
17478511,No
18042572,No
10930389,No
15257858,No
13612572,No
7657678,No
22098759,No
21112522,No
7485584,No
19488020,No
21389223,No
19022322,No
7720404,No
15163921,No
18473233,No
20828758,No
17748226,No
18510814,No
19044775,No
16739275,No
17319043,No
11505765,No
21477138,No
18916960,No
20420489,No
13434807,No
10822578,No
10237837,No
17018258,No
12940981,No
8744462,No
12243588,No
8363289,No
15640951,No
13131151,No
13760757,No
19675847,No
19566339,No
19848894,No
15011383,No
12878480,No
8043036,No
16866329,No
23440160,No
12351425,No
16025002,No
17464747,No
9144779,No
7855062,No
8756011,No
21353855,No
15986154,No
18694332,No
22184834,No
9339860,No
19900825,No
21594332,No
20479496,No
16944894,No
13308175,No
19126489,No
7501954,No
16045798,No
18426057,No
19754095,No
23204490,No
11866849,No
19287930,No
21478246,No
14148604,No
9382512,No
20241419,No
13931522,No
11708803,No
10376056,No
14911978,No
11741905,No
11672708,No
20019631,No
19114748,No
17857219,No
15692825,No
9950115,No
16251784,No
20953502,No
11201026,No
19858962,No
22815350,No
16798338,No
13648609,No
23165729,No
17248265,No
22404639,No
8397620,No
18633279,No
14077289,No
23031203,No
11331401,No
9378115,No
12496314,No
17710662,No
18603252,No
11732856,No
7927258,No
8981087,No
22916503,No
23393160,No
17887147,No
13956334,No
12189685,No
10927337,No
12880460,No
9025687,No
18062268,No
17941266,No
9425033,No
22404564,No
15847589,No
16994524,No
18496807,No
22604664,No
19980690,No
10451091,No
20710390,No
16949829,No
16084146,No
9721091,No
21185437,No
18204706,No
18271451,No
8323559,No
11401451,No
21745843,No
20849809,No
18969268,No
9079732,No
22088886,No
8569490,No
21233157,No
9982801,No
17250143,No
9566263,No
22324039,No
14058652,No
17469686,No
23173849,No
8011969,No
9182815,No
20604672,No
22528323,No
11702439,No
17848825,No
12585605,No
16985276,No
23217787,No
8168346,No
22888291,No
12352034,No
23559587,No
7661908,No
22633376,No
13098686,No
23304189,No
19906463,No
13843082,No
9193736,No
13495138,No
13670819,No
13494202,No
7528583,No
14814594,No
10692246,No
22103954,No
15680591,No
20691483,No
18540090,No
18203291,No
12579363,No
21738378,No
13232900,No
14952353,No
14502486,No
14151288,No
19315380,No
15217219,No
13009174,No
7476412,No
15226683,No
19957843,No
15622657,No
11115778,No
11449884,No
12352272,No
10037350,No
8076969,No
15168484,No
10068440,No
16664256,No
7914960,No
12248564,No
20560716,No
11151413,No
12957050,No
20012960,No
10967654,No
19464671,No
10886214,No
16177578,No
22333988,No
16347523,No
16157315,No
16674872,No
21406983,No
14775246,No
22289430,No
15429194,No
17112898,No
19433567,No
23200679,No
10836498,No
8555913,No
19510386,No
10302691,No
22000742,No
17246158,No
23662180,No
15611242,No
9132087,No
8410483,No
16644239,No
8200725,No
8288049,No
11308573,No
22514975,No
22471054,No
8796306,No
10145397,No
9962224,No
16382754,No
13744115,No
13098265,No
13015388,No
11693204,No
11378165,No
13915077,No
11594943,No
20397291,No
9623092,No
15555161,No
9494314,No
19123970,No
13853995,No
12341154,No
20330115,No
13254825,No
11445072,No
12495642,No
17825121,No
22275659,No
23717491,No
10374614,No
10555428,No
17852795,No
13107194,No
11628343,No
13501736,No
19427364,No
8847536,No
18782399,No
23141018,No
13146381,No
13200403,No
22013190,No
11572729,No
16584513,No
22088749,No
21392814,No
20859226,No
21569038,No
21823312,No
16776718,No
8989644,No
23220274,No
9905729,No
13511071,No
21071408,No
9041823,No
16559168,No
14912124,No
12011655,No
21133844,No
8214662,No
13503183,No
19229543,No
19644872,No
17577478,No
11265552,No
23650206,No
23255342,No
14005294,No
18688382,No
11664345,No
11111207,No
10322374,No
22432266,No
11305869,No
11675827,No
16192372,No
10267562,No
19344490,No
20203832,No
22154170,No
17082155,No
17723137,No
8871100,No
14585984,No
12215039,No
9686870,No
21090410,No
12745942,No
20129586,No
15987265,No
20780235,No
20187889,No
12348418,No
10288408,No
19251090,No
11875361,No
9645628,No
21585255,No
18783281,No
7878136,No
20554103,No
15054937,No
9500603,No
21461801,No
8247171,No
11875633,No
13408945,No
17348093,No
7768405,No
19471628,No
12910731,No
21325814,No
8404704,No
22056333,No
12651023,No
19981313,No
20379458,No
20272781,No
11180263,No
21676278,No
8446503,No
10000375,No
14258886,No
12489691,No
21040634,No
9075690,No
9983727,No
14452140,No
7838732,No
9932742,No
19767039,No
13057251,No
17673426,No
16944932,No
22429579,No
9334579,No
8361325,No
14456094,No
16253845,No
22248289,No
21857487,No
16235806,No
18215249,No
16529966,No
22377403,No
14919352,No
16502613,No
21025973,No
22878233,No
16691786,Yes
9148299,No
22392662,No
18291421,No
22275898,No
8341341,No
14635657,No
13217822,No
16230550,No
10255794,No
10709431,No
23757814,No
13976328,No
17786713,No
15313059,No
19630611,No
18804598,No
17988685,No
10894496,No
21870463,No
23116699,No
12589569,No
21726023,No
17916628,No
7801542,No
15548148,No
12423920,No
9064079,No
8161236,No
21649312,No
10295284,No
20959567,No
8866440,No
7476456,No
10623781,No
11517361,No
10573983,No
17947126,No
8278159,No
10073224,No
14423278,No
15154000,No
22765328,No
15157322,No
20825511,No
18696719,No
18689685,No
14249701,No
13615111,No
23527264,No
19566869,No
15560936,No
16417563,No
16005046,No
11011171,No
19783057,No
22214264,No
8085886,No
10657654,No
22297819,No
21757341,No
14552723,No
10491454,No
16973412,No
9646155,No
10442871,No
15383269,No
13668317,No
15062169,No
8925178,No
23525593,No
20990782,No
18690834,No
15759023,No
17160193,No
18710764,No
16292788,No
17283083,No
20601233,No
19885552,No
11836886,No
16793423,No
22210393,No
14818951,No
21645815,No
15615215,No
15587884,No
12489325,No
19664716,No
20919378,No
18920029,No
23196621,No
16807578,No
17481845,No
19355202,No
8151357,No
12368375,No
8454570,No
16662982,No
15537165,No
12826543,No
8221496,No
8743804,No
12590878,No
12599176,No
15747993,No
7617940,No
13169200,No
11346332,No
9870164,No
14601841,No
11022887,No
7812497,No
21954344,No
15046851,No
20564477,No
12641490,No
11309490,No
12722659,No
13660336,No
8174078,No
20144442,No
7552359,No
8762440,No
9752586,No
15761363,No
13431247,No
19527481,No
16464816,No
19291686,No
11440413,No
14594119,No
15746931,No
17541430,No
13380634,No
9888760,No
9265382,No
15671315,No
14506124,No
11488954,No
17983444,No
16146395,No
9049374,No
10371762,No
19309834,No
19497562,No
15877336,No
20088900,No
18517753,No
10841323,No
11057958,No
9100155,No
18287295,No
11059357,No
12760416,No
18048692,No
21174940,No
20412153,No
9132257,No
15731578,No
12370054,No
18574485,No
8655120,No
9407141,No
12462050,No
12416426,No
16286224,No
23710024,No
16281008,No
19785294,No
9354526,No
21824388,No
16159447,No
21952846,No
12945315,No
14875950,No
16653140,No
17052196,No
18999563,No
19199362,No
23077631,No
17881047,No
21278747,No
21973206,No
15764417,No
9004459,No
17297766,No
18055961,No
12280826,No
19801860,No
13899050,No
18832255,No
14885597,No
21245366,No
13665717,No
17286800,No
12259914,No
21851645,No
18903968,No
12482432,No
20606830,No
22320109,No
15554971,No
18395262,No
22749422,No
13431345,No
17818411,No
22949835,No
11513073,No
18329067,No
21001043,No
17202999,No
17788287,No
8406888,No
10724419,No
9134188,No
19753323,No
9268596,No
20012839,No
16149960,No
22366125,No
20833645,No
8539302,No
11350693,No
18996897,No
8388598,No
11456172,No
13769059,No
10094830,No
10155308,No
11757004,No
11910128,No
9162154,No
14688995,No
9374324,No
17411004,No
18074122,No
16676620,No
23566449,No
11409353,No
14175287,No
15455578,No
21490906,No
15371026,No
20852876,No
13019143,No
12924337,No
19547830,No
17067663,No
8342259,No
10972429,No
21119377,No
15038231,No
17887448,No
7815775,No
19841024,No
22028380,No
10577316,No
18900641,No
17035829,No
21464255,No
16566297,No
16791453,No
8561864,No
11646516,No
12680915,No
11925432,No
18925713,No
16036062,No
11259407,No
10954696,No
11784506,No
10112500,No
12594870,No
8740780,No
21933009,No
7634036,No
20285271,No
23443955,No
15192266,No
20729814,No
16448046,No
9505394,No
11924629,No
18585421,No
8560431,No
17962182,No
10200628,No
20822267,No
12517906,No
18034160,No
16883110,No
23115761,No
12806600,No
19631061,No
20880792,No
15993240,No
17273260,No
19968003,No
15920450,No
8802018,No
21895031,No
13575072,No
8072299,No
7605511,No
10382080,No
12930358,No
12204345,No
9228881,No
11985633,No
15666290,No
14314250,No
19120234,No
14273558,No
23451651,No
12097425,No
10573329,No
19426110,No
7855511,No
10827166,No
14211714,No
19331635,No
18905403,No
19505152,No
16019464,No
19211309,No
23596073,No
21612725,No
13624173,No
11710076,No
9113636,No
17768472,No
13885703,No
12204774,No
9310568,No
14665382,No
23625730,No
9744828,No
16553149,No
11105874,No
13940430,No
14238616,No
7807948,No
11351257,No
10946277,No
15646154,No
21665008,No
12097732,No
20204326,No
16314925,No
11275684,No
18687493,No
8948698,No
22595765,No
7844165,No
11993073,No
18754116,No
23709982,No
12806738,No
15179437,No
15046723,No
10554051,No
9330822,No
22822607,No
15231157,No
7726911,No
15589333,No
19963268,No
13027267,No
12428221,No
20513689,No
15373470,No
9032694,No
11508379,No
18381107,No
20404900,No
16044378,No
19460665,No
17046713,No
17902475,No
12087303,No
14768092,No
12177164,No
18833903,No
16214050,No
16506995,No
10735487,No
21745100,No
22463307,No
21963653,No
14152675,No
11554841,No
7588976,No
12690248,No
